node,vip,rf_imp,logp,lasso
CDCA4,0.49903844,0.007423274,0.330880704,0
CDCA7L,0.290522266,0.000507331,0.14769567,0
CDIP1,0.542390346,7.67E-18,0.410702115,0
CDIPT,0.131895436,4.79E-19,0.036955586,0
CDK18,0.548529366,0,0.370805188,0
CDK2AP1,0.366010769,0.000513255,0.16117395,0
CDK3,0.325466951,1.20E-19,0.258526788,0
CDK4,0.415441712,0.000265832,0.247707989,0
CDK5R1,0.33207002,0.003667686,0.52845741,0
CDKL3,0.114439116,0.00053972,0.030114175,0
CDKN2AIPNL,0.389791876,1.20E-19,0.374727865,0
CDKN2B,0.521288181,0.004149794,0.405595353,0
CDKN2C,0.434687468,5.81E-18,0.20263805,0
CDKN2D,0.463733561,0.003274113,0.176107812,0
CDPF1,0.134880959,1.92E-18,0.026635649,0
CDR2,0.512603996,0.002984062,0.239230751,0
CDR2L,0.490692366,0.00774422,0.402256152,0
CDRT4,0.167045386,1.34E-17,0.126246352,0
CDS1,0.208263085,9.59E-19,0.051969221,0
CDSN,0.201057928,0.001180539,0.092374706,0
CDX4,0.434221122,0.000493507,0.380106086,0
CDYL2,0.226417743,0,0.112191987,0
CEACAM5,0.201397337,0.000462617,0.054127323,0
CEACAM6,0.373237292,0.003719186,0.119563596,0
CEL,0.136226505,1.20E-19,0.400019492,0
CELF4,0.09618202,9.11E-18,0.028265217,0
CELF5,0.285608893,0,0.269902653,0
CENPH,0.351816218,0.00052209,0.137168153,0
CENPI,0.554334987,0.009487549,0.390737329,0
CENPN,0.329800765,0.001260029,0.400319394,0
CENPP,0.280774897,0.010972062,0.224705489,0
CENPQ,0.444184125,0.001445679,0.266445977,0
CENPS,0.16695196,0.000224883,0.018306624,0
CEP19,0.364337693,0.000546467,0.243532432,0
CEP44,0.336721505,6.59E-19,0.081133754,0
CEP55,0.520111355,0.026910824,0.755217361,0
CEP57,0.34593616,0,0.111929022,0
CEP57L1,0.280859457,5.99E-19,0.09045036,0
CEP63,0.299096111,5.99E-20,0.096973018,0
CEP72,0.475154118,0.001283975,0.308969871,0
CEP76,0.236301328,2.40E-19,0.046651579,0
CEP83,0.577126503,5.99E-19,0.619229212,0
CEP85,0.284645644,1.02E-18,0.059375515,0
CEP95,0.268842904,7.67E-18,0.108226239,0
CEPT1,0.207246974,1.34E-17,0.032408608,0
CERCAM,0.459172806,0.000700821,0.324702566,0
CERK,0.688569882,3.83E-18,0.56324248,0
CERS2,0.428392491,0.001418895,0.277424546,0
CERS3,0.411977028,2.40E-18,0.413372991,0
CERS4,0.515182823,0.005181516,0.595741109,0
CERS6,0.199416497,0.001248591,0.094362225,0
CERT1,0.201387847,0.000523846,0.094807099,0
CES1,0.640461611,0.00588129,0.399446958,0
CETN3,0.238707959,0.000498203,0.065230192,0
CETP,0.330035519,0.000540659,0.127864661,0
CFAP161,0.146052111,0,0.044999618,0
CFAP206,0.04323498,0.004235194,0.001352748,0
CFAP410,0.362708597,3.95E-18,0.148796854,0
CFAP53,0.069484649,0.000863552,0.006405326,0
CFAP58,0.106360839,0.001032236,0.037564611,0
CFDP1,0.303251784,0.000239876,0.07848998,0
CFP,0.230979604,0.001440414,0.014588121,0
CGGBP1,0.343407988,4.79E-19,0.160391777,0
CGN,0.1527078,0.002124972,0.033892873,0
CGRRF1,0.305169915,1.38E-18,0.111654558,0
CH25H,0.246490907,0.003251648,0.062539364,0
CHAF1A,0.378994288,4.79E-18,0.207155113,0
CHCHD2,0.102016662,1.14E-17,0.016170343,0
CHCHD3,0.470956377,1.44E-18,0.1974927,0
CHD2,0.11258592,5.99E-20,0.004206223,0
CHERP,0.3316078,7.97E-18,0.188939844,0
CHFR,0.407200832,0.000766478,0.290660836,0
CHIC2,0.530000977,0.006000815,0.286624063,0
CHMP1A,0.325023033,0.000528265,0.082823619,0
CHPT1,0.469942528,4.43E-18,0.294804362,0
CHRD,0.266745256,0.000712431,0.281440149,0
CHRDL2,0.335089154,0.000885447,0.129294383,0
CHST1,0.605175972,0.003335968,0.24283136,0
CHST11,0.562374659,0.00151077,0.418410781,0
CHST12,0.172176761,0.000266163,0.060565077,0
CHST13,0.359215673,0.000961941,0.188379713,0
CHST14,0.267437669,2.10E-18,0.07060564,0
CHST15,0.473491267,5.99E-18,0.485995922,0
CHST3,0.661014511,9.59E-19,0.48668159,0
CHST7,0.211029319,0.001374428,0.028378,0
CHTOP,0.364862201,0.002766792,0.160170361,0
CIAO1,0.227694663,0.000742318,0.04522097,0
CIAO2A,0.421776989,4.55E-18,0.412001543,0
CIB3,0.335255289,0.002166927,0.14811554,0.17100042
CIB4,0.170090506,0.002537975,0.103759641,0
CIDEB,0.618170702,0.00052196,0.460080424,0
CINP,0.240886577,0.001166963,0.095539367,0
CIR1,0.231845922,0.002990393,0.101273589,0
CIRBP,0.358057649,0.008173203,0.291326631,0
CISD2,0.228351559,7.19E-18,0.114490889,0
CKS1B,0.357750143,0.002865398,0.296286965,0
CLASRP,0.337944399,5.81E-18,0.321417843,0.145188771
CLC,0.449981344,0.000865951,0.110063867,0
CLCA4,0.343431428,1.56E-18,0.263078673,0
CLCNKA,0.155125458,2.88E-18,0.037292643,0
CLDN19,0.559569504,0.003693498,0.444950634,0
CLDN2,0.41023476,0.002217905,0.028099666,0
CLDN20,0.041982119,7.67E-18,0.00122052,0
CLDN4,0.085390893,0.00225985,0.106878357,0
CLDN5,0.119638495,0.000598029,0.046965603,0
CLDN6,0.187175529,0.00098509,0.039418801,0
CLDN7,0.35224235,4.31E-18,0.221290585,0
CLDN9,0.316026885,0.000331056,0.18494754,0
CLDND2,0.128092382,0.000511314,0.009071297,0
CLEC10A,0.231043797,0.000266958,0.023849717,0
CLEC14A,0.405694739,0.001958004,0.100494343,0
CLEC2D,0.190830896,0.001484055,0.059722643,0
CLEC4D,0.200337639,0,0.080937432,0
CLIC1,0.3131535,5.27E-18,0.092273674,0
CLIC3,0.326226198,0.002736319,0.363285996,0
CLIP4,0.725707205,5.99E-18,0.549362148,0
CLK1,0.319048161,0.001196771,0.164361545,0
CLK2,0.462609019,0.001593359,0.298553306,0
CLK3,0.35834481,0.002173311,0.223226928,0
CLK4,0.23681005,0.003399385,0.071682611,0
CLMP,0.436955104,0.000419782,0.225389837,0
CLN6,0.429400157,0.000836566,0.431624629,0
CLNS1A,0.622790172,0.004218206,0.567700971,0
CLPP,0.39992176,0.001984843,0.351693351,0
CLRN1,0.050485984,0,0.013724195,0
CLTRN,0.230525675,0.00117424,0.191217991,0
CLUAP1,0.413905661,0.000647664,0.30362973,0
CLVS2,0.672207438,0.003467856,0.418839814,0
CMC4,0.151256571,0.000529973,0.029300737,0
CMTM2,0.169731843,5.75E-18,0.015677074,0
CMTM3,0.477122335,0.00306348,0.149083201,0
CMTM4,0.336631808,5.99E-20,0.281188195,0
CMTM6,0.230861695,5.75E-18,0.040230042,0
CMTM7,0.449093816,0.002122919,0.282968226,0
CNFN,0.088689248,0.001773738,0.001293818,0
CNKSR1,0.331931781,3.89E-18,0.195832638,0
CNKSR3,0.34111723,1.02E-18,0.254565349,0
CNNM3,0.367534458,9.59E-19,0.295818811,0
CNOT11,0.417761554,0.000966884,0.36221665,0
CNOT2,0.336995996,0.003351572,0.087247205,0
CNPY2,0.423933523,0.002034118,0.403808924,0
CNPY3,0.449103417,0.001667191,0.206362376,0
CNR2,0.223347842,0.000280239,0.039600127,0
CNRIP1,0.535455257,0.000501169,0.277587378,0
CNTROB,0.247867848,0.001634388,0.087904526,0
COA7,0.448893443,0,0.383435051,0
COASY,0.368661443,0.002580725,0.26570304,0
COG2,0.086474095,0.000260555,0.00594153,0
COG3,0.235180668,0.000794544,0.082877795,0
COG6,0.373060533,0.004410918,0.212508635,0.026189813
COG7,0.228057077,0.003217375,0.036860216,0
COIL,0.271064195,4.91E-18,0.076112043,0
COL17A1,0.832237547,0.006531095,0.724428365,0
COL1A1,0.534038188,0.043569888,0.4629675,0
COL1A2,0.481999977,0.005797029,0.223481433,0
COL2A1,0.17784456,0.010173881,0.092416345,0
COL3A1,0.537130333,0.005411204,0.294718486,0
COL4A5,0.457938379,5.39E-19,0.301158864,0
COL8A1,0.618163926,0.007924785,0.379409659,0
COMP,0.552748054,0.038502046,0.732599612,0
COMT,0.204990731,0.001498305,0.028124118,0
COPB1,0.195311636,4.79E-19,0.041132691,0
COPS3,0.171427638,0.007364285,0.037737837,0
COPS9,0.234384022,4.79E-18,0.114721853,0
COQ3,0.350720243,0.000441589,0.083064943,0
COQ5,0.320180313,0.003740974,0.185482261,0
COQ9,0.39241255,0.002007517,0.108973688,0
CORO1A,0.262644091,1.20E-19,0.031394848,0
CORO1B,0.527408014,0.000524105,0.533675489,0
COX20,0.18707724,0.002049552,0.032597328,0
COX5B,0.269204378,0.001460004,0.132466683,0
COX6B2,0.34418315,0.002672816,0.111089505,0
COX7A2L,0.321836459,0.000253648,0.164530184,0
COX7B,0.244229048,0.001733461,0.153042824,0
CPLX4,0.031494282,0.002335316,0.004790819,0
CPNE1,0.259707433,0.001946719,0.08180204,0
CPNE4,0.258216755,1.20E-19,0.13494515,0
CPNE6,0.71544832,0.040501286,0.874073225,0
CPNE7,0.258492686,0.001057483,0.403309265,0
CPNE8,0.326017916,9.59E-19,0.203126671,0
CPSF6,0.544838085,0.004749861,0.414972148,0
CPSF7,0.301253328,0.000245327,0.120030114,0
CPT1A,0.26253724,0,0.074239993,0
CPT1B,0.458517622,0.002628173,0.527424681,0
CPT1C,0.361307305,6.23E-18,0.185897534,0
CPT2,0.319211558,2.88E-18,0.207377549,0
CRABP1,0.256939959,5.39E-19,0.26938986,0
CRACR2A,0.3153477,0.001431379,0.106500429,0
CRACR2B,0.419045797,0.001281094,0.49422227,0
CRADD,0.108960074,0.00040479,0.016217461,0
CRB3,0.453772333,0.000239876,0.320414913,0
CRBN,0.40534301,0.000849738,0.176415294,0
CRCP,0.292171294,0.00134425,0.102794459,0
CRCT1,0.160648859,0.0007978,0.005553101,0
CREB1,0.252261575,0,0.057411581,0
CREB3L3,0.093287907,0.001294593,0.068010619,0
CREB3L4,0.637317947,0.006421586,0.474797912,0
CREBZF,0.494893009,1.80E-19,0.292317161,0
CREM,0.270705847,0.003801185,0.114026065,0
CRH,0.125170721,0.000793314,0.029102122,0
CRK,0.34670922,0.006615032,0.288005404,0
CRTAC1,0.551112763,0.006672365,0.653997449,0
CRTC2,0.428309154,0.004554017,0.192804793,0
CRX,0.120787245,1.08E-17,0.021794922,0
CRY2,0.396314587,0.000236128,0.260304103,0
CRYAB,0.353931422,0.039546646,0.739163302,0
CRYBA1,0.071715693,0.002268847,0.103123693,0
CRYBA2,0.2316771,9.59E-19,0.278270431,0
CRYBA4,0.176075797,0.001122625,0.02851561,0
CRYGA,0.163806885,0,0.010835152,0
CSGALNACT2,0.544594238,0.042484499,0.264190394,0.16394136
CSKMT,0.474990171,0.000245327,0.571956985,0
CSN3,0.125971045,0.003345045,0.249045258,0
CSNK1D,0.388529546,0.00071376,0.274723601,0
CSNK1G1,0.101640468,0.002585654,0.015536008,0
CSNK2A1,0.33337037,0.001106853,0.065132808,0
CSNK2A2,0.171135982,0.005212673,0.010798809,0.163258379
CSNK2B,0.263931386,0.000506895,0.180767636,0
CSPG5,0.413678842,0.001779917,0.362115838,0.17367074
CSPP1,0.399096179,0.004756984,0.21572319,0
CSRNP1,0.306500906,0.002656952,0.194381518,0
CSRNP2,0.419290907,0.001981254,0.151449054,0
CST1,0.139894333,0.001545042,0.019234404,0
CST6,0.244863836,0.000239876,0.094394054,0
CSTF2,0.02211257,0.000247372,0.061956183,0
CSTF2T,0.11389262,0.000526056,0.028988624,0
CT45A1,0.143954819,0,0.06519514,0
CT45A10,0.136373313,0,0.008295795,0
CT55,0.167028284,9.59E-19,0.043331259,0
CTAG1B,0.079173905,0,0.007055628,0
CTAG2,0.074479013,0.000717849,0.054650166,0
CTBP1,0.351353179,0.000258127,0.222579978,0
CTBP2,0.131560222,0.002365773,0.019835424,0
CTDSP1,0.292522855,0.000261683,0.140661144,0
CTDSP2,0.35980307,0.000967036,0.137220518,0
CTH,0.191898604,1.80E-19,0.084230686,0
CTIF,0.41136524,0.003369403,0.156104763,0
CTNNA3,0.159333622,0.011472555,0.385757289,0
CTNS,0.258040012,0.003089766,0.035097911,0
CTSA,0.418690436,5.75E-18,0.130390452,0
CTSZ,0.402975339,0.001522077,0.174178452,0
CTTN,0.403575951,0.002888664,0.331691493,0
CTTNBP2,0.673250347,0.000899534,0.424655924,0.071166033
CTXN3,0.038828036,0.001753523,0.013770416,0
CUEDC1,0.291165799,0.000939108,0.109103578,0
CUEDC2,0.267822082,5.57E-18,0.151649091,0
CUL3,0.191336443,4.79E-19,0.018791999,0
CUL5,0.191828324,0,0.022121552,0
CUTA,0.326338434,1.34E-17,0.279654496,0
CUTC,0.144669572,0.000345027,0.051078354,0
CWC22,0.367414902,1.32E-18,0.163474246,0
CWF19L1,0.073773657,0.00221619,0.017187516,0
CWF19L2,0.521550662,3.36E-18,0.477539146,0
CXADR,0.27043574,0.003199707,0.072813293,0
CXCL16,0.265986729,0,0.051246964,0
CXCL5,0.157231842,0.001048508,0.091893631,0
CXorf38,0.424392422,0.002539854,0.296763799,0
CXorf66,0.055537769,0,0.038773175,0
CXXC1,0.332708339,0.001677603,0.167892589,0
CYB561,0.392649815,0.00246067,0.218444311,0
CYB561A3,0.222807318,0.001675667,0.509989428,0
CYB5R1,0.069584683,2.28E-18,0.031952114,0
CYB5R2,0.566492671,2.28E-18,0.565243989,0
CYB5R3,0.634459565,0.007385505,0.538723521,0
CYB5R4,0.268824661,5.99E-19,0.073707925,0
CYB5RL,0.224394147,0.002627047,0.038831637,0
CYBB,0.275478393,0.000265771,0.051653689,0
CYBC1,0.505163272,0.000224883,0.588746088,0
CYBRD1,0.366346812,0.000462617,0.230912812,0
CYP11A1,0.64464112,1.82E-17,0.670345381,0
CYP11B1,0.128580355,5.99E-20,0.035270372,0
CYP11B2,0.161460619,0,0.023354245,0.031781797
CYP17A1,0.08981039,0.000260669,0.019082163,0
CYP21A2,0.237284466,0.001688411,0.140061321,0
CYP24A1,0.241336786,0,0.104816073,0
CYP27A1,0.55329722,0.001849555,0.594366834,0
CYP27B1,0.334641514,0.003941369,0.269511212,0
CYP27C1,0.309987134,0.000622754,0.340616214,0
CYP39A1,0.22816442,0.002147867,0.080021297,0
CYP46A1,0.109422654,0.000231309,0.02490315,0
CYP7A1,0.149344202,0.00237203,0.019575048,0
CYP7B1,0.296683552,1.20E-19,0.175487686,0
CYSTM1,0.135808823,1.92E-18,0.02175263,0
CYTH3,0.669494364,0.026710236,0.612787929,0.037132369
CYTH4,0.286807278,0.001652485,0.049147228,0
CYTIP,0.283824803,0,0.036471271,0
DAAM2,0.844369916,0.02217318,0.586615998,0
DAB1,0.14080568,0.002830003,0.620497048,0
DAB2IP,0.655560492,1.01E-17,0.534571396,0
DACH1,0.105004383,0.001257253,0.03156845,0
DAPL1,0.346001459,0.002484645,0.445476998,0
DARS2,0.399718637,9.59E-19,0.245736411,0
DAXX,0.354742914,0.009107433,0.133693496,0
DAZAP1,0.629783277,0.010303012,0.690225287,0
DBF4,0.471098248,0.002416879,0.554173482,0
DBF4B,0.226473559,0.002653802,0.025689598,0
DBH,0.082548188,0.005240275,0.012458541,0
DCAF10,0.343991731,0.00097133,0.112646866,0
DCAF11,0.371012728,0,0.247217118,0
DCAF8,0.161835977,0.000419782,0.079684344,0
DCANP1,0.077577392,1.92E-18,0.022929561,0
DCD,0.20890535,0,0.039966357,0
DCDC2,0.2062726,7.67E-18,0.018629168,0
DCDC2B,0.102400768,0.002116015,0.154729896,0
DCLRE1B,0.397350366,0.002879208,0.165557869,0
DCTD,0.358999247,0,0.187236504,0
DCTN2,0.163964589,0.001841953,0.06283238,0
DCTN3,0.058847144,1.56E-18,0.009900765,0
DCUN1D1,0.386222332,9.59E-19,0.131819693,0
DCX,0.070963588,0.001630133,0.263057349,0
DDAH2,0.251910701,0.000352317,0.10792206,0
DDC,0.166048588,0.001374421,0.098837884,0
DDHD1,0.070645187,0,0.015781264,0
DDI1,0.021117009,0.000268377,0.009432707,0
DDIT3,0.3394659,0.009473237,0.211156181,0
DDX17,0.285049465,0.006910747,0.156275574,0
DDX39B,0.441902195,0.004208679,0.325601254,0
DDX41,0.437550877,2.70E-18,0.375183569,0
DDX6,0.293157961,4.07E-18,0.069067264,0
DEAF1,0.691847711,0.01695397,0.666313034,0
DECR2,0.370867243,5.87E-18,0.394178705,0
DEF6,0.318749116,0.005169413,0.171972348,0
DEFB1,0.270015849,0.004119607,0.354496003,0
DEGS1,0.365151083,0.000652001,0.21505397,0
DEGS2,0.213640639,0.000265468,0.080237512,0
DENND2A,0.391144967,0.001508301,0.140069299,0
DEPDC5,0.201686985,0.000283353,0.072234215,0
DERL1,0.425380931,1.20E-18,0.145633089,0
DERL2,0.232277743,8.75E-18,0.046249306,0
DES,0.547811512,0.000385514,0.506038665,0
DESI1,0.405523194,0.000266309,0.379101925,0
DEUP1,0.148074706,6.47E-18,0.077221598,0
DFFA,0.264138216,0.001598044,0.13920151,0
DGAT1,0.36171264,0.004226931,0.260186366,0
DGAT2,0.286899873,8.75E-18,0.047758111,0
DGAT2L6,0.082060484,0.001011317,0.049316362,0
DGCR6L,0.277328603,1.92E-18,0.039189334,0
DGKA,0.226973109,0.002742186,0.100103713,0
DGKB,0.078334141,0.001044133,0.095734716,0
DGKD,0.471251628,0.000259851,0.465423891,0
DGKE,0.382429507,8.99E-19,0.255574886,0
DGKG,0.561496049,1.17E-17,0.518622376,0
DGKH,0.368651493,0.001384316,0.469154594,0
DGKI,0.33202411,0.00560163,0.28001571,0
DGKK,0.091207526,0.001561808,0.043037379,0
DGKQ,0.536927689,0.005169313,0.48429804,0
DGKZ,0.27763872,0.002213948,0.070892592,0
DHCR24,0.252787339,2.04E-18,0.109128344,0
DHCR7,0.110681552,0.00026467,0.033799301,0
DHFR,0.438471841,0.000820367,0.16187242,0
DHFR2,0.095986882,8.39E-18,0.019070553,0
DHODH,0.407649769,0.003860103,0.311565423,0
DHPS,0.468243568,0.00129685,0.522234244,0
DHRS1,0.356603194,0.001628758,0.111956186,0
DHRS11,0.551831356,0.000236128,0.599135469,0
DHRSX,0.277339131,0.000716167,0.11944645,0
DHX15,0.265011825,5.27E-18,0.11514388,0
DHX40,0.319884076,0.001093324,0.115681133,0
DHX57,0.212808887,0.00168684,0.038992429,0
DIABLO,0.376674375,0,0.124890044,0
DIP2A,0.366043918,0.002665727,0.354993674,0
DIRAS1,0.193241561,0.00136207,0.107405376,0
DLG3,0.42883489,0,0.369991195,0
DLGAP1,0.309729667,0,0.14674314,0
DLGAP2,0.359153904,0.001450247,0.296852109,0
DLGAP3,0.136308733,1.35E-17,0.050365058,0
DLGAP4,0.044932246,1.80E-19,0.000220844,0
DLGAP5,0.580614469,0.004035569,0.870122193,0.087588154
DLX2,0.26109765,1,0.719823204,0
DMAP1,0.379514008,1.25E-17,0.347040128,0
DMD,0.648362366,0.001398256,0.547751809,0
DMRT3,0.202743231,0.001246027,0.045620557,0
DMRTB1,0.16156435,0.000258616,0.05147125,0
DMTN,0.357681746,0.003556031,0.184707273,0
DMXL1,0.229069387,5.75E-18,0.04531409,0
DNAJA3,0.524149264,0.005939569,0.342426811,0
DNAJB13,0.161115541,0.005847274,0.026624944,0
DNAJC1,0.307795396,0.001305467,0.12068636,0.252562421
DNAJC11,0.155496786,0.000495911,0.038368025,0
DNAJC15,0.57044693,0,0.338112512,0
DNAL4,0.287653813,0.000462617,0.129604845,0
DNALI1,0.133865209,0,0.024537566,0
DNM2,0.149619797,5.39E-18,0.003398637,0
DNMT1,0.415437333,0.00165876,0.128505784,0
DNMT3A,0.521341912,0.000671605,0.410161184,0
DNMT3B,0.499129083,0.008575928,0.449137686,0
DNTTIP1,0.206385792,0.000549738,0.07529679,0
DOC2A,0.341897746,0.004512332,0.078914177,0
DOCK10,0.229144004,0.001908537,0.104450377,0
DOCK2,0.266856037,0.000472255,0.071186667,0
DOCK8,0.142175026,0.000973163,0.015683667,0
DOK3,0.490216254,0.0028723,0.285187657,0
DOK6,0.157901466,9.59E-19,0.056292224,0
DOT1L,0.493687313,0.002732978,0.477886001,0
DPEP2NB,0.091364119,0.000256367,0.036117686,0
DPF1,0.450623381,0.003619493,0.648964982,0
DPF2,0.532936246,1.20E-19,0.373090457,0
DPH2,0.574371795,0.00079159,0.647677368,0
DPH3,0.607893981,0.000236128,0.38629402,0
DPM3,0.204794196,1.20E-18,0.028552795,0
DPP3,0.425636714,0.004619095,0.366908302,0
DPPA2,0.1276414,0,0.010011996,0
DPPA4,0.189694591,2.88E-18,0.015487977,0
DPY30,0.295714303,5.93E-18,0.174734394,0
DRAP1,0.31669825,1.20E-19,0.183067792,0
DRG1,0.180749813,9.59E-19,0.072004114,0
DRG2,0.243598322,0,0.080591709,0
DSTN,0.657460696,0.002344699,0.410621794,0
DSTYK,0.394251094,0.001608781,0.184796764,0
DTNB,0.356887493,0.004014641,0.178258098,0
DTNBP1,0.20563273,9.59E-19,0.075081748,0
DTX3,0.101945705,4.79E-19,0.012543973,0
DUSP10,0.087778727,9.59E-19,0.038581208,0
DUSP13,0.039101109,0.000231309,0.19699864,0
DUSP21,0.17683654,0.00050416,0.034029059,0
DUSP26,0.070481099,0.002002082,0.142219302,0
DUSP3,0.687707773,0.000242874,0.466021796,0
DUSP4,0.394114402,4.79E-19,0.097050139,0
DUT,0.392132641,0.000723804,0.229698165,0
DVL1,0.545809208,0.001273186,0.719276007,0
DVL2,0.236003345,0.001287649,0.120515014,0
DYDC1,0.079264259,0,0.012150293,0
DYNLL1,0.417142759,0.000488318,0.19243183,0
DYNLL2,0.295950647,0.00355036,0.16489566,0.36750537
DYNLT1,0.197983723,0,0.082822884,0
DYRK1A,0.355225335,7.67E-18,0.095327118,0
DYRK1B,0.499753212,0.007283224,0.542440633,0
DYRK2,0.549809979,0.001007585,0.219870819,0
DYRK3,0.232832584,0.001587246,0.165843165,0
DYRK4,0.15796416,0.00270883,0.014847284,0
DZIP1,0.628971655,0.000765098,0.455544599,0
DZIP1L,0.311249792,4.31E-18,0.172507218,0
DZIP3,0.23451343,0.000493912,0.075231586,0
E2F4,0.119286347,1.14E-18,0.046282766,0
E4F1,0.441764707,1.92E-18,0.447527191,0
EAF1,0.292146325,0.001801549,0.058126373,0
EAF2,0.327236348,0.000930078,0.181723919,0
EBAG9,0.273493459,0.002943304,0.133380399,0
EBF1,0.3508948,3.00E-18,0.10266502,0
EBF3,0.220417608,0.009183147,0.086393946,0
ECE1,0.190698347,0.001653813,0.035132828,0
ECHS1,0.231668554,0.000936726,0.104432586,0
ECM1,0.328281293,8.63E-18,0.097804227,0
ECPAS,0.530450228,0.000267493,0.464035953,0
ECSIT,0.292219678,7.67E-18,0.153243582,0
EDA,0.022343819,0.000972543,0.054829726,0
EDA2R,0.475182247,0.001582864,0.366568391,0
EDARADD,0.449933535,0.002286182,0.227506508,0
EDC3,0.441437961,9.59E-19,0.321313739,0
EED,0.435400451,0.006530385,0.166297058,0
EEF1AKMT3,0.377559601,0.001420526,0.19139397,0
EEF1AKNMT,0.101807581,0.000239876,0.024953051,0
EEF1D,0.297974464,1.20E-19,0.235847997,0
EEF2KMT,0.411829169,0.001178584,0.378362522,0
EFCAB2,0.103939743,0.000688143,0.022574334,0
EFEMP1,0.72417888,0.00549594,0.594214689,0
EFHC1,0.249231678,0.001764954,0.146642792,0
EFHC2,0.613383157,0.003801338,0.479929364,0
EFNA3,0.366383168,0.001299826,0.187760382,0
EFNA5,0.395611421,6.05E-18,0.363654626,0
EFNB1,0.861237746,0.109038732,0.842201088,0
EFNB2,0.16584744,0.001407966,0.010059922,0
EFS,0.70209255,0.001276803,0.625631768,0
EGFL7,0.226682848,0.002703248,0.056316678,0
EGLN3,0.43870521,4.19E-18,0.165826801,0
EGR4,0.134180803,0.003805078,0.218435131,0
EHMT1,0.363326145,0.000990305,0.172971014,0
EHMT2,0.376126585,1.14E-18,0.232867173,0
EID2B,0.175173724,0.001184581,0.092935326,0
EIF1AD,0.439076844,0.005621586,0.199637873,0.206662709
EIF2AK4,0.195075228,0.005862873,0.071713493,0
EIF2B5,0.482834203,0.000501169,0.400590312,0
EIF2S1,0.165621585,0.000747305,0.023759741,0
EIF3B,0.552937985,0.049535181,0.743109879,0
EIF3D,0.367921354,0.000268085,0.260968403,0
EIF3E,0.259803041,1.44E-18,0.101550524,0
EIF3F,0.210123976,0.001186692,0.103465328,0
EIF3G,0.343755319,0.000958813,0.288417166,0
EIF4A2,0.120936318,0.000698586,0.006398114,0
EIF4A3,0.27988139,3.89E-18,0.099346704,0
EIF4E2,0.417515175,0.002686031,0.369922616,0
EIF4EBP1,0.360858663,0.002051715,0.240717297,0
EIF4EBP3,0.26829438,0,0.213767621,0
EIF4ENIF1,0.26504415,0.00180228,0.12829922,0
EIF4G1,0.442483049,0.001741918,0.375125868,0
EIF5A,0.379664243,0.000247372,0.228769176,0
EIF6,0.084921543,0.000239876,0.005288363,0
EIPR1,0.390765608,0.002754276,0.257642084,0
ELAVL3,0.189416633,0.001635448,0.353501017,0
ELAVL4,0.25131062,0.007453107,0.179935016,0
ELK3,0.552131596,4.79E-19,0.244695359,0
ELL2,0.15505449,0,0.029896462,0
ELL3,0.475745713,0.000247372,0.588096483,0
ELOA,0.254272886,1.16E-17,0.117895323,0
ELOA2,0.028270888,1.20E-19,0.002606222,0
ELOVL1,0.27005345,0.003950542,0.096629922,0
ELOVL2,0.188063741,0.000942174,0.105303987,0
ELOVL3,0.249651275,1.20E-19,0.116554818,0
ELOVL4,0.25749371,0.00069782,0.062860251,0
ELOVL5,0.093485473,5.81E-18,0.011713925,0
ELOVL6,0.34913268,4.79E-19,0.098865498,0
ELOVL7,0.361323747,1.98E-18,0.202811107,0
EMC7,0.340331545,0.001284162,0.097789394,0
EMD,0.434144112,0.00921371,0.271080702,0
EMG1,0.274537684,9.59E-19,0.068570288,0
EMILIN1,0.368106001,1.20E-19,0.116477207,0
EMILIN3,0.631871725,1.02E-18,0.461397354,0
EML2,0.35272969,0.0019168,0.202163944,0
EMSY,0.19484216,7.73E-18,0.039364554,0
ENOX1,0.280837849,0.002622467,0.240059077,0
ENPP1,0.238978644,1.20E-19,0.011814084,0
ENPP3,0.293474014,0.004595555,0.002679958,0
ENPP6,0.478719379,0.000863654,0.288216401,0
ENPP7,0.222871478,0.002030839,0.021027698,0
ENTR1,0.672185316,0.058568611,0.920779174,0
EP400,0.146428364,5.99E-20,0.00546399,0
EPC1,0.20745146,0.000488126,0.071986059,0
EPDR1,0.336006484,0.001516662,0.129613844,0
EPHB6,0.379739796,0.00185333,0.241341676,0
EPM2AIP1,0.145906613,0.000868422,0.021894987,0
EPN2,0.273864614,0.000956453,0.192042528,0
EPN3,0.357164507,7.67E-18,0.167825668,0
EPS15L1,0.380596725,0.001006658,0.209893413,0
EPS8,0.617538567,1.16E-17,0.375103889,0
ERAL1,0.279766197,0.001259347,0.100874491,0
ERAS,0.125603418,7.67E-18,0.136069173,0
ERCC3,0.229798694,5.75E-18,0.058118335,0
ERG28,0.327307125,0.001111189,0.043777321,0.12076996
ERICH5,0.255687197,0.001305734,0.04371501,0
ERMAP,0.208132279,1.08E-18,0.057168294,0
ERO1A,0.446065234,9.59E-19,0.337575456,0
ERP29,0.399961178,0.003556427,0.258512286,0
ERRFI1,0.128391311,7.19E-19,0.045934427,0
ERVFRD-1,0.144597395,0.006429822,0.194078906,0
ESCO2,0.40670777,0.002450266,0.243301663,0
ESD,0.37576666,0.00258519,0.316132049,0
ESM1,0.231280313,0.010270737,0.226121963,0
ESRP1,0.581820635,0.00693223,0.510177941,0
