node,vip,rf_imp,logp,lasso
SETD1A,0.202658785,0.000657784,0.038429613,0
SETD1B,0.294139052,4.79E-19,0.091471818,0
SETD2,0.245746102,0.000231309,0.055138073,0
SETD5,0.300605425,0.000267735,0.103013755,0
SETD7,0.052060735,0,0.005151628,0
SETDB1,0.348266247,2.94E-18,0.130626316,0
SETDB2,0.177320936,0.000231309,0.045717159,0
SETMAR,0.184298342,1.80E-19,0.030282747,0
SF1,0.231947796,0.002078283,0.10570251,0
SF3A2,0.326317991,0.000264954,0.198150027,0
SF3B2,0.477247024,0.010384776,0.251324033,0
SF3B4,0.33072602,0.001352933,0.128117775,0
SFMBT2,0.167268479,0.000730934,0.062380019,0
SFN,0.282197013,1.68E-18,0.098928638,0
SFR1,0.107177065,0.000259865,0.013430025,0
SFRP4,0.648139862,0.086289072,0.702842449,0
SFT2D1,0.377570755,1.68E-18,0.174965582,0
SFT2D2,0.109663083,0.001462048,0.009413991,0
SFTPC,0.163429959,0.00778543,0.337128202,0
SFXN3,0.593074819,0.002142058,0.467371112,0
SGF29,0.108338969,0.001692307,0.002765453,0
SGMS1,0.126913284,7.19E-18,0.016676039,0
SGMS2,0.122291877,0,0.001195052,0
SGPL1,0.188429655,6.83E-18,0.055757957,0
SH2B1,0.281568748,0.00255038,0.139300151,0
SH2B2,0.354173351,0.00222974,0.235850799,0
SH2D1A,0.196873616,0.000927092,0.129639478,0
SH2D1B,0.496668507,0.000566706,0.174320875,0
SH2D4A,0.074818528,7.19E-19,0.004849942,0
SH3BP2,0.445753385,0.003335364,0.158994571,0
SH3BP5,0.551064319,0.000259481,0.226963765,0
SH3BP5L,0.290565811,0.00040479,0.168009967,0
SH3D19,0.288214137,5.03E-18,0.071761936,0
SH3GL1,0.308782473,0.003343675,0.106950808,0
SH3GL3,0.537940021,0.002138846,0.398868894,0
SH3GLB1,0.707135546,0.038706677,0.682335677,0
SH3GLB2,0.318702327,0.00098577,0.189846879,0
SH3KBP1,0.449619177,2.40E-19,0.150846546,0
SH3RF1,0.410061341,5.75E-18,0.443729423,0
SH3RF2,0.539592048,0.001301476,0.330320724,0
SH3YL1,0.177575083,0.001350126,0.05155558,0
SHANK2,0.270000425,1.27E-17,0.177575706,0
SHC3,0.374879453,0.001663381,0.29959027,0
SHFL,0.313885654,2.64E-18,0.083908276,0
SHISA3,0.142251077,0.004431404,0.06787147,0
SHISA4,0.171267657,0.002368818,0.065793808,0
SHISA5,0.178927658,0.007901761,0.047708416,0
SHISA6,0.262655249,0.00212579,0.187203616,0
SHISAL1,0.644675797,0.001855893,0.503398432,0
SHKBP1,0.196329079,0.001589799,0.088144899,0
SHMT1,0.39592455,7.19E-18,0.29051617,0
SHOX,0.145215695,0.000224883,0.052240878,0
SHTN1,0.385615635,6.71E-18,0.151040722,0
SIAH1,0.469761522,0.014855643,0.26478236,0
SIGLEC12,0.197340251,0,0.00307838,0
SIGLEC5,0.393933174,0.001406113,0.122780875,0.027658922
SIGLEC6,0.31564476,0.001789394,0.071029054,0
SIK1B,0.432039881,0.003172988,0.125276561,0
SIKE1,0.381809503,0,0.111020338,0
SINHCAF,0.284344682,0.004440809,0.156812899,0
SIPA1L2,0.125026478,0.000556128,0.004522874,0
SIRPB1,0.174090362,2.40E-18,0.016420805,0
SIVA1,0.05320831,0.000231309,0.049766408,0
SKA1,0.526273378,0.036454403,0.717483668,0
SKAP1,0.359409217,8.45E-18,0.101584177,0
SKIL,0.030346258,0.000758982,0.16132708,0
SKIV2L,0.520387655,0.000268163,0.511889232,0
SKP1,0.262492085,0.003584457,0.103567052,0
SLA,0.33543163,0.000503484,0.04440833,0
SLA2,0.351107691,0.00295991,0.085614498,0
SLAIN1,0.178032959,0.002671197,0.070081206,0
SLC10A1,0.096213231,1.44E-18,0.013295344,0
SLC12A4,0.559757396,7.79E-18,0.398965878,0
SLC12A7,0.61118937,0.001531603,0.462411655,0
SLC12A8,0.511762258,3.95E-18,0.509279801,0
SLC13A4,0.070576015,0.000607185,0.037017932,0
SLC13A5,0.196529695,0.001969607,0.032748699,0
SLC14A1,0.702607106,0.015380987,0.381788976,0
SLC14A2,0.319674219,0.001766051,0.240282425,0
SLC15A2,0.370572427,0.004757536,0.414912344,0
SLC15A3,0.437029414,4.91E-18,0.102811192,0
SLC16A13,0.277057623,0.004594804,0.131189647,0
SLC16A2,0.578085997,5.87E-18,0.389721059,0
SLC16A7,0.481464838,1.34E-17,0.353788018,0
SLC17A8,0.19865489,0.001503456,0.169990707,0
SLC18A1,0.080944986,0.000267684,0.030523954,0
SLC18A2,0.652750877,0.009058087,0.331108123,0.534984956
SLC19A3,0.046353528,2.40E-18,0.116112661,0
SLC1A1,0.232390698,1.74E-18,0.06150768,0
SLC1A3,0.441455385,0.000787895,0.349679662,0
SLC22A18,0.191558393,7.91E-18,0.05923121,0
SLC22A18AS,0.252342516,0.00158471,0.171700333,0
SLC22A23,0.320567633,0.00177249,0.246652774,0
SLC22A24,0.042230158,0.000745744,0.025590641,0
SLC22A5,0.155477963,0.003993214,0.030034185,0
SLC23A1,0.242933107,0.005122488,0.144872915,0
SLC23A2,0.230385496,0.000523018,0.055269677,0
SLC25A18,0.091306086,0.002021482,0.004263942,0
SLC25A46,0.288875767,7.67E-18,0.091604847,0
SLC25A48,0.304556426,0.003160272,0.414550989,0
SLC26A5,0.399564247,0.002870788,0.313174325,0
SLC26A6,0.603495928,0.009226641,0.790171302,0
SLC29A2,0.350625415,4.31E-18,0.386827062,0
SLC2A13,0.191639157,1.20E-19,0.010571307,0
SLC2A5,0.528184576,0.005321824,0.460087632,0
SLC30A2,0.097720744,0.002033535,0.033658247,0
SLC30A3,0.274816128,0.000242874,0.18529845,0
SLC30A4,0.149887983,0.004710432,0.035272088,0
SLC30A8,0.034024579,0.001564872,0.137022292,0
SLC34A2,0.493078847,0.002567116,0.103020253,0
SLC34A3,0.400867628,0.003149486,0.449397615,0
SLC35A1,0.18146474,0.001933557,0.031769455,0
SLC35A2,0.390585063,0.000969984,0.290366559,0
SLC35A4,0.399401265,0.000941493,0.233380854,0
SLC35B1,0.360356549,0.000767602,0.20950794,0
SLC35B2,0.466303267,0.000899534,0.450495754,0
SLC35C2,0.34610146,9.59E-19,0.35824718,0
SLC35E3,0.099426107,0.000267876,0.012230963,0
SLC35F1,0.414031803,0.004832862,0.384987623,0
SLC38A1,0.425143803,0.003111427,0.248483522,0
SLC38A7,0.331604607,0.001839047,0.108407024,0
SLC39A1,0.348183583,0.001028038,0.086068754,0
SLC39A2,0.597163472,0.002485158,0.515815199,0
SLC39A7,0.436275395,0.000236128,0.363736043,0
SLC39A9,0.193048289,0.001717322,0.051991798,0
SLC41A2,0.51867283,5.99E-20,0.252522235,0
SLC43A1,0.580110987,0.067602256,0.842014631,0
SLC48A1,0.339081597,0.002145371,0.130916036,0
SLC4A1,0.186317953,4.31E-18,0.04720579,0
SLC4A7,0.115443791,0.001914419,0.037284773,0
SLC51B,0.657744815,0.001700598,0.409603972,0
SLC52A1,0.549786208,0.001029876,0.54289756,0
SLC5A4,0.054397994,0.001265934,0.022042855,0
SLC66A2,0.176788813,0.004306965,0.015637656,0
SLC6A15,0.159065214,0.002539473,0.034894909,0
SLC7A1,0.356580295,0,0.311074554,0
SLC7A14,0.227851389,0.001139083,0.395014336,0
SLC7A8,0.439261503,0.002843837,0.197785216,0
SLC9A3R2,0.451504277,6.95E-18,0.336200952,0
SLCO3A1,0.709012481,0.000441589,0.618011008,0
SLF2,0.301865805,9.23E-18,0.133395142,0
SLIRP,0.429959674,0.001596348,0.515620945,0
SLIT1,0.289127438,0.006764117,0.608926345,0
SLU7,0.292943734,0.003475653,0.123562665,0
SMAD2,0.247395043,0.000546467,0.157195747,0
SMAD3,0.47347549,4.19E-18,0.310680057,0
SMAD4,0.273293974,0,0.137003704,0
SMAP1,0.187092373,0.005107483,0.0311239,0
SMAP2,0.512396586,1.08E-18,0.319523579,0
SMARCA2,0.294811386,0.000691074,0.179421916,0
SMARCB1,0.23802217,0.001133412,0.066906018,0
SMARCC1,0.259702824,0.000231309,0.12415078,0
SMARCE1,0.309112327,0.000775829,0.106592759,0
SMCP,0.108192329,0,0.046565298,0
SMG9,0.333432522,1.44E-18,0.200725309,0
SMIM1,0.274880768,0.000267451,0.111505692,0
SMIM11A,0.129942151,0.00223063,0.029091085,0
SMIM14,0.152691493,2.88E-18,0.047145041,0
SMIM19,0.160228772,0.000517232,0.005000032,0
SMN1,0.167448086,0.000332135,0.081576275,0
SMPD2,0.545757725,0.005375809,0.538835249,0
SMR3A,0.324247369,0.00433873,0.805061207,0
SMR3B,0.470557713,0.014477684,0.937189774,0
SMU1,0.281087616,4.07E-18,0.1110738,0
SMUG1,0.41015659,4.79E-19,0.331029531,0
SMYD1,0.096696772,0.001844088,0.048453329,0
SMYD2,0.45528122,0.005277525,0.332283788,0
SMYD3,0.406864811,0.002268681,0.529058382,0
SNAI1,0.275878089,4.31E-18,0.050495629,0
SNAI2,0.681833343,0.003576375,0.524535545,0
SNAP23,0.210226416,0.001022673,0.079970759,0
SNAP25,0.540449824,0.001448751,0.517512993,0
SNAPC1,0.593390898,0.017992045,0.514385891,0.414411365
SNAPC5,0.291388576,9.77E-18,0.163326835,0
SNAPIN,0.187470108,0.000385514,0.057955369,0
SNF8,0.311532856,2.28E-18,0.257109341,0
SNIP1,0.101059854,0.001933458,0.001920006,0
SNRNP200,0.169004702,0.000359813,0.008824435,0
SNRNP25,0.209996192,0.000941496,0.059014609,0
SNRNP48,0.251771127,1.05E-17,0.052352803,0
SNRNP70,0.473667109,0.000496543,0.556922433,0
SNRPA,0.391901998,0.001159399,0.40201415,0
SNRPA1,0.565584484,0.006298139,0.675306966,0
SNRPB,0.357799634,0.003241891,0.242665512,0
SNRPC,0.346701346,0.001200707,0.264538031,0
SNRPD3,0.409636206,0.004614624,0.260140026,0
SNRPF,0.508528507,0.008525857,0.566613881,0
SNTG2,0.114418401,0.001933916,0.077681657,0
SNW1,0.342729035,0.000588786,0.107026413,0
SNX1,0.2219653,0.001543664,0.10306155,0
SNX10,0.509187472,1.08E-18,0.278354455,0.179596015
SNX11,0.064272589,5.27E-18,0.002657858,0
SNX12,0.484099449,0.002340701,0.394869568,0
SNX17,0.077243248,0.003955768,0.005388796,0
SNX2,0.299604893,0.002646198,0.090019033,0
SNX20,0.25934204,1.92E-18,0.051142372,0
SNX32,0.135939913,0.000786371,0.164279083,0
SNX33,0.332966919,0.003096043,0.185804687,0
SNX4,0.232248501,5.99E-19,0.059523819,0
SNX7,0.764055258,0.055291156,0.724766231,0.018444508
SOAT1,0.245169166,6.41E-18,0.101423735,0
SOAT2,0.138050046,0.001267219,0.045215182,0
SOCS2,0.247820216,0.002855403,0.138192119,0
SOCS7,0.176759928,0.000479002,0.017360064,0
SOD3,0.060503528,0.002513484,0.063094304,0
SOGA1,0.103372629,0.000224883,0.014895493,0
SOHLH1,0.114298826,0.000250584,0.045442204,0
SOHLH2,0.216165509,0.001635352,0.189026096,0
SORBS2,0.492293038,0.001560245,0.217018087,0
SOS1,0.336202293,7.13E-18,0.226446829,0
SOX13,0.252531518,0.005004414,0.095170204,0
SOX14,0.235758156,0.002189258,0.107899751,0
SOX30,0.364454778,0.00027678,0.429607519,0
SOX5,0.528721522,0.001872243,0.470217354,0
SP100,0.266584318,0.000719627,0.175151288,0
SP2,0.160798819,0.001875659,0.011266874,0
SP3,0.353984409,0.000622754,0.12278944,0
SP4,0.274605322,2.28E-18,0.110265506,0
SP7,0.116533358,0.001024875,0.013925138,0
SPACA1,0.196342867,0,0.023352746,0
SPAG4,0.234491016,0.000265508,0.048170086,0
SPAG5,0.628405121,0.083274749,0.925116531,0
SPAG8,0.05118338,0.002502982,0.014699859,0
SPANXN2,0,0,0,0
SPANXN3,0.08019505,0.000262439,0.00738266,0
SPART,0.554667565,1.17E-17,0.656627204,0
SPATA12,0.072879798,1.07E-17,0.001529646,0
SPATA18,0.664257894,0.001303039,0.681383027,0
SPATA2,0.300558347,3.00E-19,0.180829726,0
SPATA2L,0.385585524,0.001428289,0.316586201,0
SPATA4,0.209010164,0.006768991,0.162274311,0
SPATA46,0.153744977,0.000607185,0.022738447,0
SPATA6,0.522431587,0.008316189,0.644153653,0
SPATC1L,0.234796181,1.92E-18,0.053732326,0
SPATS1,0.014779701,0,0.010848974,0
SPC24,0.504259453,0.026526765,0.749980392,0
SPCS1,0.189487838,0.003225038,0.063087383,0
SPDEF,0.672457285,0.00206278,0.603962932,0
SPDL1,0.658076248,0.009246457,0.515475533,0
SPDYC,0.081773315,0.00040479,0.017857371,0
SPDYE2,0.057875386,5.99E-19,0.047059818,0
SPDYE2B,0.043697036,0.00052115,0.011034063,0
SPECC1L,0.395966533,1.92E-18,0.269722003,0
SPEF1,0.139351077,4.37E-18,0.090326593,0
SPG7,0.337090721,9.11E-18,0.112066732,0
SPIC,0.094530006,0,0.028397312,0
SPICE1,0.11679623,0.000359813,0.011745727,0
SPINK1,0.170834191,0.00286033,0.119181303,0
SPN,0.26122085,0,0.038189224,0
SPNS3,0.207094754,0.000498531,0.071975127,0
SPOP,0.600249048,0.000505988,0.335906176,0
SPOPL,0.337433126,0.000264118,0.06050456,0
SPP1,0.33061162,0.000936434,0.18377318,0
SPR,0.395635824,0.003128684,0.250517352,0
SPRED1,0.566337527,0.001754765,0.387387671,0
SPRED2,0.328294085,0.001511534,0.196052914,0
SPRY1,0.424238932,6.23E-18,0.209116453,0
SPRY2,0.615970195,3.83E-18,0.495159096,0
SPRY3,0.457161511,0.006531984,0.419400365,0
SPRY4,0.282891374,0,0.090489129,0
SPRYD7,0.292982122,0.001485629,0.114015036,0
SPSB2,0.132957036,8.63E-18,0.020828661,0
SPTA1,0.208234843,0.001535742,0.026109583,0
SPTLC1,0.325685339,0.00282407,0.126276393,0
SPTLC2,0.132869077,2.16E-18,0.030381553,0
SPTLC3,0.51523943,1.20E-19,0.456456148,0
SPZ1,0.123395219,0.006763219,0.254770648,0
SQSTM1,0.426842972,0.000262941,0.354282741,0
SRARP,0.200636035,0.002238529,0.25058299,0
SRD5A1,0.275940143,0.000502921,0.222243587,0
SRD5A2,0.861888756,0.009531275,0.847596737,0.413234155
SRD5A3,0.272004306,0.000256367,0.105468927,0
SREK1,0.10165451,0.001298867,0.022345873,0
SREK1IP1,0.517484116,0.001808055,0.404942461,0
SRGAP3,0.188512677,0.001770498,0.031749771,0
SRL,0.142078952,0.000545172,0.326237213,0
SRP14,0.157094696,4.49E-18,0.036675765,0
SRP72,0.164300193,1.08E-18,0.025966561,0
SRPK2,0.296958428,0.002935704,0.069579739,0
SRRM1,0.068388877,0.002218856,0.04880364,0
SRRM4,0.103373144,0.000262759,0.404836868,0
SRSF11,0.36114563,0.002588466,0.21070304,0
SRSF3,0.077317158,4.31E-18,0.014253109,0
SS18L1,0.542712538,1.92E-18,0.485667976,0
SSBP2,0.624948151,0.004998648,0.566603843,0
SSBP3,0.211766196,2.16E-18,0.026054395,0
SSBP4,0.348747274,0.004681656,0.23426701,0
SSC4D,0.154856787,1.80E-19,0.05965238,0
SSNA1,0.258225409,0,0.13006944,0
SSX1,0.079810665,0,0.002880844,0
SSX2,0.125640688,0.000939369,0.036595171,0
SSX2IP,0.585524526,5.99E-20,0.324176706,0
SSX3,0.084800849,0.0005162,0.014719669,0
ST6GAL2,0.237538642,0.001063674,0.301884159,0
ST6GALNAC6,0.347282535,0,0.184164166,0
STAC,0.774129985,0,0.5646493,0.061173865
STAC2,0.520601198,0.00218451,0.283703688,0
STAC3,0.004662058,0.001808187,0.159327787,0
STAM2,0.140071057,0.00165964,0.046750125,0
STAMBP,0.246959137,0,0.062570283,0
STAP1,0.046695748,0.001059233,0.060075633,0
STAP2,0.374630941,0.001420917,0.277630004,0
STAR,0.319747114,0.00196955,0.456294208,0
STH,0.085530339,0.003180073,0.050887992,0
STING1,0.426872594,0.000260865,0.29191279,0
STK16,0.288511667,0,0.169040629,0
STK19,0.37353503,0.001207691,0.266880028,0
STK26,0.79072354,0.014284828,0.676058385,0
STMN2,0.412983651,0.005230305,0.335047384,0
STMN3,0.183004442,0.001739337,0.021200997,0
STMN4,0.139057197,0.000513475,0.089141701,0
STN1,0.18148026,0.000760748,0.043749706,0
STOM,0.597569012,9.11E-18,0.456492369,0
STOML3,0.063529036,0.001025919,0.065556026,0
STOX1,0.23654252,0.016996579,0.199189348,0
STPG4,0.213432908,0.002691319,0.148440427,0
STRA6,0.417363888,9.59E-19,0.156107741,0
STRA8,0.099693898,0.000260222,0.008583732,0
STRBP,0.531706834,7.85E-18,0.341283099,0
STRIT1,0.071591319,0.001897454,0.027929861,0
STRN,0.273754159,0.00076603,0.056943055,0
STS,0.26417296,0.001039733,0.176191021,0
STUB1,0.202154926,9.59E-19,0.072376427,0
STUM,0.368784775,0.001308413,0.141235361,0
STX10,0.348298837,0,0.289443459,0
STX11,0.335156519,3.83E-18,0.109730379,0
STX12,0.577873945,0.000505988,0.471174493,0
STX1B,0.312091288,0.00579075,0.044751664,0.383687148
STX2,0.559613704,0.006487707,0.364903263,0
STX3,0.476303073,0.000538909,0.233462238,0
STX4,0.252285481,0.000265362,0.129141551,0
STX5,0.276758337,4.79E-19,0.104640299,0
STX7,0.538432675,1.74E-18,0.362420603,0
STX8,0.278331721,5.39E-18,0.087517058,0
STXBP1,0.059434174,0.003333016,0.021252561,0
STXBP5L,0.443556541,0.004169788,0.501450892,0
SUCLA2,0.446120625,0.001674224,0.321964242,0
SUFU,0.113958992,0.000267472,0.024774288,0
SULT1A1,0.099364031,0.000528358,0.09813031,0
SULT1B1,0.339162047,0.000264779,0.062238794,0
SULT1C3,0.085062024,0.002379022,0.049739649,0
SULT1E1,0.361102058,0.0031777,0.270275793,0
SULT2A1,0.503829618,0.000521797,0.225728689,0
SULT2B1,0.2764532,0.000385514,0.099495895,0
SUMO1,0.246882843,7.19E-19,0.063000358,0
SUOX,0.322469434,0.000266828,0.186472206,0
SUSD3,0.301402489,0.000263696,0.159964242,0
SUSD6,0.286181205,0.000487676,0.039718015,0
SUV39H1,0.209187639,7.13E-18,0.066690283,0
SUV39H2,0.277813894,0.002573581,0.115246695,0
SVOPL,0.400192737,0.001134629,0.501831503,0
SYAP1,0.253893882,0.001088007,0.139090791,0
SYCE1,0.089712573,0.001401543,0.1454357,0
SYCE1L,0.288525753,0.000337056,0.254901772,0
SYCE2,0.496862275,0.012341879,0.493216227,0
SYCP3,0.076024036,0.001424078,0.110740732,0
SYF2,0.31062869,0.001861165,0.094292944,0
SYNE4,0.520572393,0.002168649,0.577652606,0
SYNGAP1,0.354203958,0.001298572,0.144490432,0
SYNGR1,0.449008707,0.001862885,0.269817117,0
SYNGR3,0.273068441,0.002626932,0.24643042,0
SYNJ2BP,0.195895173,0.001576513,0.055383012,0
SYNPO,0.478398544,0.000804585,0.301722033,0
SYNPO2L,0.067640499,0.002150085,0.060686394,0
SYP,0.271936205,1.53E-17,0.39335383,0
SYPL2,0.286325655,0.000245327,0.250988187,0
SYS1,0.349762554,0,0.347364981,0
SYT1,0.258193204,0.002262397,0.16743663,0
SYT16,0.248816794,0.001797461,0.066465788,0
SYT17,0.37577356,0.001144861,0.247944853,0
SYT2,0.071636903,0.002884544,0.014760771,0
SYT6,0.047377684,0.003141355,0.034067698,0
SYT7,0.333571681,0.000754422,0.191748001,0
SYTL2,0.209948605,7.43E-18,0.03726188,0
SYTL4,0.468176856,0.003214881,0.388254105,0
SYTL5,0.119224899,0.00135073,0.040469059,0
TAB2,0.285415652,1.98E-18,0.093571203,0
TAC3,0.107645424,0.004933659,0.11755321,0
TACC1,0.648295049,1.20E-19,0.566713019,0
TACC2,0.31557791,0.003130267,0.125734056,0
TACC3,0.563029995,0.013098961,0.578613713,0
TACO1,0.233474074,0.002133188,0.120800994,0
TACSTD2,0.325035424,0.000267214,0.177106277,0
TADA2A,0.111696015,0.000558996,0.018579018,0
TADA2B,0.083918578,4.79E-19,0.013207997,0
TADA3,0.45321338,0.000958599,0.196808564,0
TAF1B,0.249519993,5.39E-19,0.085595963,0
TAF2,0.440410003,4.79E-19,0.148786509,0
TAF6L,0.440256982,0.000460561,0.409827018,0
TANK,0.407863193,0.004051923,0.225255527,0
TAOK2,0.395342748,5.99E-20,0.172511832,0
TAP1,0.255543626,7.67E-18,0.057651134,0
TARBP2,0.499214526,0.000264238,0.530671046,0
TARS1,0.412127106,2.94E-18,0.312268226,0
TARS2,0.398789343,0.001066724,0.27457211,0
TARS3,0.260076213,1.62E-18,0.03131745,0
TAS2R19,0.076158258,0.002418561,0.042759474,0
TAS2R5,0.198848122,0.000566706,0.079680018,0
TASOR2,0.236292537,8.39E-19,0.038200051,0
TAT,0.205306072,0.003298651,0.099139406,0
TAX1BP1,0.344793617,0.000622754,0.095158942,0
TBC1D1,0.71759084,0.001816366,0.615330153,0
TBC1D10C,0.335957968,0.002932885,0.148451468,0
TBC1D14,0.158199246,0.000441589,0.018402918,0
TBC1D15,0.272800312,0.000441589,0.088494809,0
TBC1D21,0.100513946,0,0.012079468,0
TBC1D22B,0.462920619,0.000338925,0.255121606,0
TBC1D23,0.393908009,0.000762193,0.154589527,0
TBC1D25,0.050300997,0.001498005,0.000891901,0
TBC1D30,0.315138846,0.004819333,0.325507221,0
TBC1D3B,0.284215576,0.000716167,0.154833424,0
TBC1D3G,0.299187845,0.002037795,0.063412716,0.26607734
TBC1D7,0.350266979,0.00387936,0.204052462,0
TBCEL,0.285973059,7.67E-18,0.093165298,0
TBP,0.308571759,0.000712599,0.071414277,0
TBRG1,0.251878255,0,0.109713323,0
TBX15,0.033915514,0.001728623,0.182830253,0
TBX19,0.247983492,6.71E-18,0.121894257,0
TBX2,0.466135278,0.000513392,0.10919631,0
TBX22,0.372968573,9.59E-19,0.231751194,0
TBX5,0.568856757,1.08E-18,0.179008708,0
TBX6,0.369693848,0.002439745,0.215063987,0
TCAF1,0.200238851,0.003005631,0.072215953,0
TCAP,0.016575957,5.75E-18,0.04777744,0
TCF12,0.272827578,1.20E-19,0.111895314,0
TCF19,0.471900994,0.002439192,0.350679614,0
TCF25,0.389258447,0.003715455,0.177120742,0
TCF7L2,0.258978174,0.001216114,0.166545535,0
TCHP,0.308492436,0.003312535,0.0545073,0
TCIRG1,0.100377549,0.000513392,0.002940343,0
TCL1A,0.09678186,0.000264811,0.052572862,0
TCP10L,0.253971959,0.000693241,0.098359699,0
TCP11L1,0.214838538,0.003409549,0.127968519,0
TCP11X2,0.142217787,0,0.033346461,0
TCTA,0.174650467,1.98E-18,0.026711616,0
TEAD2,0.303574735,0.001039828,0.143414107,0
TEAD3,0.435029339,0.000737134,0.262010476,0
TEAD4,0.141516197,5.99E-20,0.082016536,0
TECPR1,0.517122324,0.001426519,0.628730928,0
TECR,0.404886908,0.000838494,0.208418677,0
TEKT1,0.10564129,0.002549354,0.002789159,0
TEKT3,0.145820453,3.95E-18,0.073871172,0
TEKT5,0.279218249,2.88E-18,0.137116145,0
TENM4,0.248004928,1.20E-19,0.048831015,0
TENT5A,0.493861869,0.000773766,0.385530865,0.069886115
TENT5B,0.655581369,2.40E-18,0.615917686,0
TENT5D,0.185934368,0.003324568,0.060579113,0
TERF1,0.398839874,3.12E-18,0.197512276,0
TESK1,0.143647756,0.000254868,0.03208713,0
TESK2,0.167321484,0.000503739,0.020258785,0
TESMIN,0.480769282,0.000848321,0.674846379,0
TEX10,0.3905618,0.000748343,0.171964139,0
TEX11,0.10057361,0,0.072193047,0
TEX12,0.264978386,0.00085219,0.063219766,0
TEX14,0.283339334,0.002372396,0.209979762,0
TEX28,0.035968765,0,0.018475253,0
TEX33,0.18134287,0.001291582,0.026725087,0
TEX37,0.089971503,0,0.036155474,0
TEX43,0.099740741,0,0.004416623,0
TEX44,0.074541249,5.99E-20,0.047861577,0
TEX45,0.331965801,0.011202649,0.496020284,0
TEX48,0.237860731,0.000419782,0.209496,0
TEX9,0.038557606,0.00155178,0.005965819,0
TF,0.123935081,4.31E-18,0.06256743,0
TFAP2D,0.148484609,0.000258127,0.036841076,0
TFAP4,0.608642972,0.007005118,0.632653769,0
TFCP2,0.285884068,3.89E-18,0.116793866,0
TFG,0.345799208,0.000622754,0.223138178,0
TFPT,0.355180761,1.08E-18,0.247990931,0
TFRC,0.25974605,0.001718165,0.134007525,0
TGFB1,0.570511262,0.003739484,0.206132221,0
TGIF2LY,0.089433195,0.000783159,0.013727534,0
TGM1,0.561069133,0.002321062,0.444561547,0
TGM7,0.201195036,0.001727105,0.151334903,0
TGS1,0.304274658,1.32E-18,0.124726504,0
TH,0.135499775,4.43E-18,0.257479707,0
THAP1,0.304779179,0.001509931,0.123308039,0
THAP11,0.340030042,0,0.237462091,0
THAP12,0.337330444,0.000962343,0.242500216,0
THAP4,0.335737209,0.002671218,0.220577224,0
THAP6,0.243893725,4.31E-18,0.062178478,0
THAP7,0.234809728,0,0.017534552,0
THBD,0.256437308,0.000747305,0.051133628,0
THEM4,0.23401415,3.83E-18,0.075953428,0
THEM5,0.276817584,0.002359709,0.132232778,0
THOC1,0.379779824,0.001937301,0.3039075,0
THOC7,0.405980497,1.08E-18,0.244054485,0
THRA,0.503500219,0,0.372159155,0
THRSP,0.12319056,0.001318943,0.145597833,0
THSD7A,0.033065479,0.001875387,0.027330087,0
THSD7B,0.464753682,0.000268244,0.19459242,0
THTPA,0.276205015,4.07E-18,0.195283034,0
TIAL1,0.29624452,5.75E-18,0.1017794,0
TIFA,0.236832678,0.000242874,0.081662704,0
TIMM10B,0.495696779,0,0.345736352,0
TIMM23,0.187307691,0.00237624,0.060579963,0
TIMM44,0.361020435,3.36E-18,0.274115748,0
TIMMDC1,0.227262173,4.79E-18,0.071874648,0
TINAGL1,0.677312798,0.00052687,0.6145916,0
TIPIN,0.227233263,8.87E-18,0.08476838,0
TLCD4,0.332568751,0,0.054009307,0
TLK1,0.390467056,5.99E-20,0.20663255,0
TLK2,0.41772074,0.002484753,0.166521338,0
TLX3,0.088489272,0.000450349,0.03074777,0
TM4SF18,0.069158794,2.40E-18,0.085238543,0
TM4SF19,0.236581941,0.005522927,0.268356596,0
TM7SF2,0.375363867,5.99E-20,0.299998232,0
TMA16,0.484130743,0.002329605,0.309063119,0
TMBIM1,0.319528774,0.002122899,0.166781592,0
TMBIM4,0.092232541,0.001474041,0.0047744,0
TMBIM6,0.154038075,0.000925235,0.032703562,0
TMCC2,0.461927193,0.000539811,0.20981395,0
TMCO2,0.193108574,1.20E-19,0.062788472,0
TMCO5A,0.080139788,1.20E-19,0.015878893,0
TMED8,0.037047442,0.000950899,0.003707104,0
TMED9,0.455816244,0.00150089,0.417330558,0
TMEM100,0.420954781,0.002406772,0.306811542,0
TMEM101,0.437518907,9.05E-18,0.020244371,0
TMEM106A,0.469213245,2.04E-18,0.386667562,0
TMEM106C,0.506667762,0.000224883,0.42841786,0
TMEM107,0.38565821,0.002265139,0.315853239,0
TMEM108,0.653475311,0,0.551261055,0
TMEM109,0.335637776,0.001777588,0.209896136,0
TMEM11,0.395580795,1.44E-18,0.224051037,0
TMEM115,0.28408153,0.0005398,0.161367949,0
TMEM120A,0.217280953,4.07E-18,0.04793082,0
TMEM120B,0.607416487,5.63E-18,0.765176172,0
TMEM121,0.206110578,7.79E-19,0.044555928,0
TMEM123,0.391644365,0.00264205,0.120442814,0
TMEM128,0.288065448,0.004969695,0.131197014,0
TMEM130,0.524154478,0.001224897,0.294683945,0
TMEM139,0.677140283,0.002161744,0.507417728,0
TMEM140,0.255773876,0.000224883,0.068653741,0
TMEM143,0.378916496,0.000891156,0.285223586,0
TMEM147,0.28552911,0.003375789,0.172757267,0
TMEM14C,0.575286958,0,0.255773786,0
TMEM154,0.4901527,0.000935041,0.443339922,0
